ra,dec,umag,eu,bmag,eb,vmag,ev,gmag,eg,rmag,er,imag,ei,zmag,ez,kmag,ek,zp_best,zl68_gal,zu68_gal,Origin,SpecRA,SpecDEC,z_spec,Q_f,SpecOrigin,Outlier,I_FWHMArea,Z_FWHMArea,R_FWHMArea,G_FWHMArea
150.41805,2.134855,18.6375,0.0031,17.9309,0.0026,-99.0,-99.0,18.0334,0.0023,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.2088,0.0134,0.0,0.0,0.0,Cosmos2006,150.4180582,2.1348140730000003,0.0005,23.0,publicSpecZ,0,8,8.0,16.0,8.0
150.41814,1.841293,25.5808,0.1074,25.327,0.0947,25.0661,0.0782,25.5702,0.1158,24.3919,0.0497,23.4095,0.0313,22.6477,0.0288,22.3789,0.6463,1.03,0.99,1.22,Cosmos2006,150.4181587,1.84127254,0.9716,4.0,publicSpecZ,0,11,13.0,19.0,13.0
150.41818999999995,2.0157130000000003,24.5549,0.0532,24.1776,0.0506,23.7978,0.0366,24.2234,0.0465,23.5792,0.0339,22.7578,0.0221,22.2366,0.0235,21.3462,0.262,0.92,0.85,0.99,Cosmos2006,150.41821230000005,2.015686489,0.9534,2.0,publicSpecZ,0,12,11.0,25.0,11.0
150.4183,2.558031,25.5913,0.1071,24.5918,0.0605,24.1112,0.0429,24.6204,0.0581,23.8866,0.0371,23.5041,0.0323,23.1624,0.0417,21.6384,0.4275,0.21,0.08,2.76,Cosmos2006,150.4183,2.55804,0.17898218,2.0,publicSpecZ,0,52,47.0,49.0,47.0
150.41848000000005,1.680757,26.45300000000001,0.222,26.106,0.159,24.88300000000001,0.07,25.939,0.159,24.16800000000001,0.046,23.009,0.025,22.357,0.024,21.127,0.022,0.866,0.84,0.88,mag25lim,150.418505,1.680736,0.8590000000000001,1.0,DEIMOS,0,10,10.0,21.0,10.0
150.41859,1.85798,25.07800000000001,0.07400000000000001,23.349,0.034,22.233,0.017,23.202,0.028,21.399,0.011,20.802,0.01,20.218,0.01,19.193,0.01,0.46,0.45,0.47,mag25lim,150.4186189,1.857961258,0.4586,4.0,publicSpecZ,0,16,16.0,31.0,16.0
150.41868,2.205324,25.9157,0.1248,24.9897,0.0747,24.7672,0.063,25.1283,0.078,24.2528,0.0448,23.505,0.0325,22.8024,0.0312,20.7253,0.1571,1.55,1.45,1.58,Cosmos2006,150.41868,2.205328,1.432,3.0,DEIMOS,0,26,22.0,25.0,22.0
150.41905,2.804111,24.83,0.07400000000000001,24.261,0.053,23.934,0.04,24.341,0.051,23.62,0.033,22.814,0.023,22.5,0.026,21.485,0.03,0.733,0.72,0.79,mag25lim,150.4190712,2.804095729,0.5820514,2.0,publicSpecZ,0,21,26.0,26.0,26.0
150.41992,1.975564,24.166,0.044,22.958,0.028,21.833,0.014,22.795,0.022,21.348000000000006,0.011,20.716,0.01,20.279,0.01,18.94,0.01,0.3,0.29,0.31,mag25lim,150.4199488,1.97553695,0.3101,3.0,publicSpecZ,0,21,23.0,43.0,23.0
150.42031,1.937331,25.206,0.079,24.686,0.069,24.367,0.053,24.85,0.068,23.89,0.04,23.458,0.034,23.239,0.049,22.942,0.097,0.552,0.49,0.57,mag25lim,150.42034119999997,1.937344539,0.45423892,3.0,publicSpecZ,0,21,19.0,24.0,19.0
150.4204,2.1592990000000003,24.00800000000001,0.04,23.49,0.036000000000000004,23.007,0.025,23.631,0.034,22.559,0.019,22.091,0.016,21.823,0.017,21.153,0.022,0.532,0.52,0.55,mag25lim,150.4204223,2.15927804,0.45483592,3.0,publicSpecZ,0,63,52.0,57.0,52.0
150.42048,1.568698,23.037,0.026,22.186,0.019,21.299,0.011,22.063,0.016,20.985,0.01,20.437,0.01,20.065,0.01,18.788,0.01,0.28300000000000003,0.27,0.29,mag25lim,150.42048,1.568698,0.281,4.0,DEIMOS,0,30,30.0,54.0,30.0
150.42081000000005,2.737219,24.19,0.048,23.691,0.04,23.314,0.029,23.81,0.038,23.108,0.025,22.232,0.017,21.771,0.016,20.314,0.013,0.916,0.91,0.93,mag25lim,150.4208176,2.737210555,0.88767093,3.0,publicSpecZ,0,27,20.0,47.0,20.0
150.42148,1.7887509999999998,23.9618,0.0396,23.1988,0.0302,22.5616,0.0191,23.1868,0.0265,22.3157,0.0169,21.9681,0.0144,21.5482,0.0139,21.0835,0.2009,0.28,0.21,0.31,Cosmos2006,150.4215101,1.788723502,0.3101,4.0,publicSpecZ,0,18,26.0,37.0,26.0
150.42167,1.901617,24.5448,0.0545,23.8902,0.0427,23.3449,0.0284,23.9973,0.0422,22.8396,0.0219,22.2867,0.017,21.942,0.0178,20.8235,0.1469,0.53,0.43,0.58,Cosmos2006,150.42167,1.901614,0.5624,3.0,publicSpecZ,0,45,46.0,61.0,46.0
150.42181000000005,2.414814,24.1617,0.0435,23.0541,0.0281,22.0113,0.0146,22.9543,0.0232,21.4392,0.0112,20.8444,0.0083,20.4155,0.0074,19.4247,0.0465,0.4,0.3,0.45,Cosmos2006,150.4218186,2.4147912540000003,0.3868795,4.0,publicSpecZ,0,11,15.0,18.0,15.0
150.42197,2.0885580000000004,26.096,0.13699999999999998,25.164,0.086,24.354,0.051,25.215,0.085,23.672,0.034,22.927,0.024,22.402,0.024,20.706,0.015,0.551,0.54,0.57,mag25lim,150.4219965,2.088547585,0.42243797,2.0,publicSpecZ,0,22,21.0,25.0,21.0
150.42197,1.933704,24.278,0.046,23.741,0.041,23.686,0.034,23.884,0.039,23.759,0.037000000000000005,23.474,0.033,23.31900000000001,0.049,22.185,0.048,2.033,1.49,2.08,mag25lim,150.4219793,1.933696567,0.08638489,3.0,publicSpecZ,0,22,30.0,25.0,28.0
150.42212,2.216456,24.4264,0.0496,24.1013,0.0471,24.0883,0.0421,24.2474,0.0457,24.0721,0.0415,23.4129,0.0307,23.1791,0.0424,23.1811,1.4589,0.9,0.84,1.06,Cosmos2006,150.42212450000005,2.216441293,0.8159103,2.0,publicSpecZ,0,26,13.0,13.0,13.0
150.42217,1.836731,25.8306,0.1294,25.3702,0.097,24.2577,0.0468,25.2393,0.0921,23.5051,0.0306,22.3055,0.0171,21.5964,0.0144,20.3718,0.1037,0.92,0.85,0.94,Cosmos2006,150.422191,1.83671747,0.6715,2.0,publicSpecZ,0,14,16.0,38.0,16.0
150.42231999999996,2.1943040000000003,23.1499,0.0254,22.7263,0.024,22.3821,0.0175,22.882,0.0223,22.1003,0.0153,21.8287,0.0134,21.6503,0.0147,21.1745,0.2249,0.49,0.4,0.53,Cosmos2006,150.422318,2.194327,0.4933,4.5,zCOSMOS,0,35,31.0,56.0,31.0
150.42238999999995,1.594288,25.32800000000001,0.105,24.779,0.07200000000000001,24.727,0.067,24.857,0.07400000000000001,24.581,0.057,24.064,0.05,23.652,0.064,22.023000000000003,0.042,1.537,1.49,1.57,mag25lim,150.42238999999995,1.594288,1.592,9.0,DEIMOS,0,13,16.0,31.0,16.0
150.42254,1.931211,24.9107,0.0673,23.7228,0.0391,22.7263,0.0206,23.6419,0.0373,22.1898,0.016,21.6452,0.0123,21.3016,0.0122,20.5423,0.1097,0.34,0.27,0.4,Cosmos2006,150.4225586,1.931206388,0.324,1.0,publicSpecZ,0,12,16.0,28.0,16.0
150.42272,2.338391,24.1267,0.042,23.4299,0.0338,22.8014,0.0215,23.4382,0.0298,22.2408,0.0164,21.678,0.0125,21.2496,0.0117,20.151,0.0936,0.54,0.47,0.56,Cosmos2006,150.4227412,2.338368457,0.5175,3.0,publicSpecZ,0,27,30.0,37.0,30.0
150.42308,1.91702,25.00800000000001,0.07,24.739,0.069,24.622,0.06,24.947,0.08,24.361,0.05,23.612,0.036000000000000004,22.8,0.032,21.009,0.018000000000000002,1.235,1.2,1.25,mag25lim,150.423112,1.917017599,1.15136,3.0,publicSpecZ,0,13,18.0,15.0,18.0
150.42323000000005,2.700691,22.592,0.02,22.242,0.02,22.288,0.017,22.483,0.019,22.221,0.017,21.752,0.013,21.559,0.014,21.252,0.026,0.821,0.79,0.83,mag25lim,150.423233,2.700559,0.8205,3.5,zCOSMOS,0,17,19.0,32.0,19.0
150.42365,2.277475,23.7444,0.0342,23.001,0.0275,22.2224,0.0162,23.1981,0.0262,22.5304,0.0188,22.6707,0.0206,23.0,0.0374,22.879,0.9753,2.8,0.09,0.1,Cosmos2006,150.42345,2.277333,0.7375,1.0,publicSpecZ,0,10,17.0,23.0,17.0
150.4239,2.903373,25.124,0.08900000000000001,24.085,0.049,23.07,0.026,23.967,0.043,22.59,0.02,21.993,0.015,21.551,0.014,20.356,0.014,0.36,0.34,0.38,mag25lim,150.423904,2.903372,0.35,3.0,DEIMOS,0,28,31.0,43.0,31.0
150.424,2.862433,27.0701,0.4234,26.6113,0.2116,26.1538,0.1719,26.9474,0.32,25.421,0.0925,24.269,0.0542,23.1315,0.0416,22.5711,1.0679,1.32,1.17,1.46,Cosmos2006,150.423996,2.862315,1.183,3.0,DEIMOS,0,13,6.0,15.0,6.0
150.42431000000005,2.084649,23.9485,0.0383,23.4751,0.0344,23.393,0.029,23.6959,0.0337,23.0074,0.0237,22.5209,0.0191,22.4029,0.0238,99.0,23.2,0.6,0.56,0.69,Cosmos2006,150.42432769999996,2.084636982,0.66119343,4.0,publicSpecZ,0,23,17.0,40.0,17.0
150.42436,2.5308650000000004,24.119,0.044,23.81900000000001,0.042,23.896,0.04,24.003,0.042,23.886,0.038,23.599,0.035,23.1,0.04,22.852,0.097,1.147,1.13,1.16,mag25lim,150.4243764,2.530849578,1.1483,4.0,publicSpecZ,0,26,31.0,28.0,31.0
150.42463999999995,2.572709,24.47,0.053,23.991,0.047,23.63300000000001,0.034,24.116,0.045,23.16800000000001,0.026,22.718000000000004,0.021,22.403,0.024,21.661,0.038,0.593,0.58,0.6,mag25lim,150.4246773,2.572687777,0.6480683,4.0,publicSpecZ,0,19,22.0,32.0,22.0
150.42484,2.806041,24.9,0.078,24.336,0.056,23.66800000000001,0.035,24.22,0.048,23.197,0.027000000000000003,22.391,0.018000000000000002,22.007,0.019,20.689,0.016,0.602,0.59,0.62,mag25lim,150.42485480000005,2.806013235,0.70418954,4.0,publicSpecZ,0,9,11.0,19.0,11.0
150.42512,2.57737,26.343000000000004,0.18600000000000005,25.216,0.092,24.038,0.043,24.976,0.076,23.323,0.03,22.276,0.017,21.805,0.017,20.759,0.018000000000000002,0.6779999999999999,0.67,0.69,mag25lim,150.4251509,2.577348161,0.52990544,3.0,publicSpecZ,0,10,12.0,20.0,12.0
150.42522,2.447975,23.747,0.036000000000000004,23.153,0.03,22.49,0.019,23.19,0.027000000000000003,22.273000000000003,0.017,21.899,0.014,21.56,0.014,20.81,0.016,0.361,0.35,0.37,mag25lim,150.4252402,2.447965516,0.3904866,4.0,publicSpecZ,0,15,21.0,30.0,21.0
150.42542,1.844377,24.71,0.06,24.355,0.059,24.36,0.058,24.652,0.07400000000000001,24.372,0.056,23.731,0.043,23.396,0.057,22.728,0.083,0.945,0.93,1.02,mag25lim,150.42542230000004,1.844370458,0.961,3.0,publicSpecZ,0,13,22.0,9.0,22.0
150.42552,2.851818,23.57800000000001,0.034,22.777,0.026,22.385,0.018000000000000002,22.87,0.023,22.386,0.018000000000000002,22.167,0.017,22.037,0.019,21.958,0.047,0.192,0.18,0.21,mag25lim,150.42553940000005,2.85179655,0.12531738,3.0,publicSpecZ,0,34,37.0,41.0,37.0
150.42561,1.993097,24.754,0.06,23.981,0.046,23.229,0.028,23.951,0.041,22.952,0.024,22.586,0.021,22.299,0.024,21.649,0.032,0.328,0.31,0.34,mag25lim,150.4256349,1.993064132,9.9999,0.0,publicSpecZ,0,29,37.0,46.0,37.0
150.42567,2.123886,24.411,0.049,23.996,0.046,23.63300000000001,0.034,23.929,0.04,23.316,0.028,22.705,0.021,22.372,0.024,21.547,0.029,0.73,0.72,0.74,mag25lim,150.4256992,2.123876302,0.7349,3.0,publicSpecZ,0,14,13.0,25.0,13.0
150.42576,2.348228,23.4509,0.0296,22.8876,0.0259,22.5025,0.0185,23.0565,0.025,22.0994,0.0153,21.579,0.0119,21.1868,0.0113,19.8899,0.0739,0.69,0.52,0.7,Cosmos2006,150.42576,2.348225,0.5291374,4.0,publicSpecZ,0,61,57.0,57.0,57.0
150.42583,2.513893,25.587,0.108,24.574,0.063,23.34800000000001,0.03,24.322,0.051,22.434,0.018000000000000002,21.228,0.01,20.671,0.01,19.215,0.01,0.6779999999999999,0.67,0.69,mag25lim,150.42586409999996,2.513883017,0.6794,4.0,publicSpecZ,0,14,15.0,28.0,15.0
150.42598,1.689075,24.494,0.057,24.106,0.049,23.805,0.037000000000000005,24.213,0.049,23.568,0.032,22.842,0.023,22.379,0.025,21.349,0.027000000000000003,0.972,0.96,1.01,mag25lim,150.42598,1.689075,0.973,1.0,DEIMOS,0,47,59.0,41.0,59.0
150.42614,2.552013,23.368,0.03,23.001,0.029,22.908,0.023,23.195,0.027000000000000003,22.552,0.019,22.072,0.015,21.933000000000003,0.018000000000000002,21.282,0.026,0.623,0.61,0.63,mag25lim,150.426156,2.551988438,0.6469411999999999,3.0,publicSpecZ,0,44,36.0,67.0,36.0
150.42687,2.562542,23.8272,0.0348,23.1778,0.0294,22.5293,0.0184,23.13300000000001,0.0247,22.3519,0.017,22.0916,0.0149,21.8137,0.0147,21.4017,0.2315,0.26,0.21,0.32,Cosmos2006,150.42686,2.56255,0.3622,3.0,publicSpecZ,0,27,44.0,48.0,44.0
150.42709,2.656445,22.338,0.018000000000000002,21.867,0.017,21.644,0.013,22.055,0.016,21.288,0.011,20.943,0.01,20.726,0.01,19.747,0.01,0.561,0.55,0.57,mag25lim,150.4270973,2.656438936,0.550259,4.0,publicSpecZ,0,20,25.0,31.0,25.0
150.42738,2.169187,27.206,0.305,26.568,0.212,26.083,0.16699999999999998,27.022,0.336,25.718000000000004,0.116,25.284,0.11,24.57800000000001,0.131,21.946,0.044,1.586,1.33,1.65,mag25lim,150.427405,2.169166,1.3159999999999998,4.0,DEIMOS,0,18,15.0,23.0,15.0
150.42777,2.098727,24.495,0.05,23.81900000000001,0.042,23.525,0.031,23.853,0.038,23.507,0.031,23.25800000000001,0.028,23.076,0.034,22.789,0.07,0.214,0.09,0.23,mag25lim,150.42777,2.098727,0.020259455,2.0,publicSpecZ,0,18,14.0,36.0,14.0
150.42793999999995,1.717318,24.1378,0.0468,23.2685,0.0313,22.7592,0.0212,23.2868,0.028,22.654,0.0199,22.379,0.018000000000000002,22.1994,0.021,22.2622,0.5893,0.18,0.08,0.22,Cosmos2006,150.4279381,1.717324702,1.5371,1.0,publicSpecZ,0,41,51.0,65.0,51.0
150.42801,2.513477,25.343000000000004,0.092,25.074,0.083,25.246,0.093,25.065,0.08199999999999999,24.513,0.055,23.831,0.041,23.316,0.048,22.026,0.047,0.931,0.92,0.94,mag25lim,150.4280184,2.513455059,0.9259,3.0,publicSpecZ,0,15,17.0,12.0,17.0
150.42819,2.374455,23.231,0.027000000000000003,22.611,0.023,22.13300000000001,0.016,22.642,0.02,22.025,0.015,21.66800000000001,0.013,21.456,0.013,20.979,0.016,0.225,0.22,0.24,mag25lim,150.42819,2.374455,0.2644782,4.0,publicSpecZ,0,14,35.0,68.0,35.0
150.42829,2.018974,27.135,0.293,26.29,0.194,25.664,0.125,26.548,0.251,24.847,0.076,23.798,0.042,22.731,0.035,20.921,0.019,1.167,1.13,1.32,mag25lim,150.4283206,2.018944215,1.0432551,2.0,publicSpecZ,0,14,15.0,18.0,15.0
150.42853,2.07276,24.3819,0.0482,23.624,0.037000000000000005,23.4058,0.0292,23.7968,0.0362,23.4478,0.0296,23.2692,0.0286,23.0912,0.0399,22.1502,0.5083,0.15,0.1,2.42,Cosmos2006,150.42855269999995,2.0727494,0.1470045,2.0,publicSpecZ,0,13,13.0,22.0,13.0
150.42868,2.02532,24.521,0.053,24.055,0.048,23.678,0.035,24.167,0.047,23.19400000000001,0.027000000000000003,22.735,0.022,22.478,0.028,21.672,0.035,0.5479999999999999,0.52,0.57,mag25lim,150.428696,2.025288,0.5545,2.5,zCOSMOS,0,30,33.0,42.0,33.0
150.42885,2.585704,23.9198,0.0387,23.5652,0.0359,23.565,0.0318,23.8237,0.0366,23.3124,0.0276,22.6196,0.0201,22.1421,0.0201,21.2255,0.2903,0.96,0.85,1.05,Cosmos2006,150.428848,2.5857,0.825,4.0,DEIMOS,0,37,43.0,36.0,43.0
150.42886,2.0694470000000003,23.396,0.029,22.265,0.02,21.567,0.012,22.171,0.016,21.356,0.011,21.038,0.01,20.73,0.01,20.351,0.011,0.118,0.11,0.13,mag25lim,150.4288689,2.069451153,0.365,1.0,publicSpecZ,0,15,13.0,28.0,13.0
150.42892,2.153376,23.954,0.039,23.673,0.04,23.561,0.033,23.838,0.038,23.311,0.029,22.798,0.022,22.637,0.03,22.32800000000001,0.059,0.727,0.71,0.74,mag25lim,150.428925,2.153361,0.7249,4.0,DEIMOS,0,23,23.0,36.0,23.0
150.42897,1.919721,24.589,0.055,24.105,0.049,23.818,0.037000000000000005,24.308000000000003,0.052000000000000005,23.436,0.03,22.574,0.02,21.796,0.016,20.219,0.01,1.007,1.0,1.02,mag25lim,150.428986,1.919701394,9.9999,0.0,publicSpecZ,0,14,14.0,35.0,14.0
150.42899,1.7530599999999998,22.625,0.021,21.806,0.016,21.343000000000004,0.011,21.823,0.014,21.244,0.01,20.954,0.01,20.763,0.01,20.338,0.011,0.193,0.18,0.2,mag25lim,150.4289539,1.753100342,0.1965,3.0,publicSpecZ,0,50,61.0,77.0,61.0
150.42925,2.507407,23.368,0.03,22.673,0.024,22.089,0.016,22.62,0.021,21.533,0.012,20.822,0.01,20.329,0.01,19.215,0.01,0.5770000000000001,0.57,0.59,mag25lim,150.4292881,2.507397803,0.6877865,4.0,publicSpecZ,0,24,23.0,50.0,23.0
150.42949,1.935351,24.8323,0.0643,24.2435,0.0514,24.1739,0.0435,24.4801,0.0521,24.0642,0.0426,23.7463,0.0383,23.3987,0.0535,22.3596,0.5417,1.53,1.5,1.89,Cosmos2006,150.42953740000004,1.935362819,1.6643,2.0,publicSpecZ,0,12,3.0,27.0,3.0
150.42973999999995,2.035798,24.355,0.048,23.707,0.04,23.113000000000003,0.026,23.724,0.038,22.548,0.019,21.794,0.013,21.279,0.012,20.013,0.01,0.679,0.67,0.69,mag25lim,150.4297584,2.035750335,0.573525,4.0,publicSpecZ,0,45,43.0,55.0,43.0
150.42981,2.083369,25.7621,0.113,25.3013,0.0898,25.3073,0.0908,25.4733,0.0972,24.8666,0.0648,24.4265,0.059,24.0982,0.0889,99.0,23.2,0.59,0.53,0.71,Cosmos2006,150.42981540000005,2.083352542,0.6703,4.0,publicSpecZ,0,13,4.0,17.0,4.0
150.43001999999996,2.866107,25.091,0.085,24.432,0.059,24.634,0.062,24.688,0.064,24.406,0.051,23.896,0.043,23.416,0.052000000000000005,21.625,0.037000000000000005,1.59,1.49,1.68,mag25lim,150.43001999999996,2.866107,1.612,2.0,DEIMOS,0,18,24.0,8.0,24.0
150.43018,2.1018220000000003,24.375,0.049,24.149,0.05,24.017,0.042,24.343000000000004,0.05,23.831,0.037000000000000005,23.403,0.032,22.719,0.03,21.558000000000003,0.029,1.255,1.25,1.27,mag25lim,150.430184,2.101819798,0.83976275,4.0,publicSpecZ,0,35,30.0,29.0,30.0
150.43063999999995,2.382092,24.7361,0.0604,24.2605,0.0539,24.2352,0.0617,24.557,0.066,24.0921,0.0449,23.5083,0.0453,23.0773,0.0471,22.9108,1.1651,0.97,0.81,1.56,Cosmos2006,150.4306483,2.382033096,0.75263655,2.0,publicSpecZ,0,22,29.0,22.0,30.0
150.43102,2.744382,24.246,0.051,23.657,0.039,23.308000000000003,0.029,23.821,0.039,23.033,0.025,22.138,0.016,21.779,0.016,20.581,0.017,0.7959999999999999,0.79,0.81,mag25lim,150.4310465,2.744375695,0.75038,4.0,publicSpecZ,0,50,45.0,61.0,45.0
150.43116,1.959998,24.647,0.057,24.299,0.054000000000000006,23.737,0.036000000000000004,24.403,0.054000000000000006,23.442,0.03,22.613000000000003,0.021,22.058000000000003,0.02,20.623,0.013,0.992,0.98,1.0,mag25lim,150.43116,1.959998,0.989,3.0,DEIMOS,0,16,24.0,30.0,24.0
150.43141,2.125573,24.326,0.047,23.748,0.041,23.233,0.027000000000000003,23.775,0.036000000000000004,22.912,0.023,21.999,0.015,21.355,0.013,20.268,0.01,0.847,0.84,0.86,mag25lim,150.43141,2.125573,0.851,1.0,DEIMOS,0,32,30.0,39.0,30.0
150.43171,2.053948,25.463,0.09,24.487,0.059,23.798,0.036000000000000004,24.415,0.052000000000000005,23.284,0.028,22.563,0.02,22.159,0.021,20.866,0.017,0.579,0.57,0.59,mag25lim,150.4317716,2.053952036,0.6112013000000001,3.0,publicSpecZ,0,21,23.0,28.0,23.0
150.43171999999996,2.788248,24.868,0.0785,24.2432,0.0505,23.9144,0.0387,24.3468,0.0493,23.5692,0.0314,22.863000000000003,0.0229,22.4667,0.0247,21.1999,0.2077,0.7,0.65,0.76,Cosmos2006,150.431724,2.788241961,0.6683180999999999,3.0,publicSpecZ,0,20,31.0,33.0,31.0
150.43182,2.0658990000000004,26.264,0.153,25.441,0.102,25.121,0.08199999999999999,25.619,0.113,23.995,0.042,23.0,0.026,22.499,0.027000000000000003,20.46,0.012,0.607,0.59,0.67,mag25lim,150.4318243,2.065887544,0.47957963,2.0,publicSpecZ,0,39,34.0,35.0,34.0
150.43183,2.838511,24.6662,0.0661,23.6612,0.0382,23.4344,0.0299,23.8248,0.0369,23.3149,0.0279,-99.0,-99.0,22.519,0.0266,99.0,23.2,2.04,1.93,2.25,Cosmos2006,150.4318503,2.838491814,0.116916105,2.0,publicSpecZ,0,26,25.0,35.0,25.0
150.43203,1.925842,25.221,0.08,24.096,0.048,23.113000000000003,0.026,23.941,0.043,22.51,0.019,21.934,0.014,21.571,0.014,20.567,0.012,0.316,0.3,0.33,mag25lim,150.43205849999995,1.92584662,0.2986981,4.0,publicSpecZ,0,9,13.0,24.0,13.0
150.43216,2.68933,24.948,0.073,24.498,0.06,24.752,0.066,24.812,0.07400000000000001,24.555,0.061,24.211,0.057,23.986,0.08199999999999999,23.283,0.15,1.446,1.39,1.48,mag25lim,150.432177,2.689309,1.308,2.0,DEIMOS,0,16,24.0,21.0,24.0
150.43242,2.303776,23.5179,0.0305,22.4415,0.0211,21.782,0.0131,22.5437,0.019,21.8945,0.014,21.7324,0.0128,21.8935,0.0175,21.483,0.3064,2.93,2.9,2.94,Cosmos2006,150.43241,2.303778,0.7404,2.0,publicSpecZ,0,29,29.0,27.0,29.0
150.4326,2.033162,25.663,0.102,24.555,0.063,23.532,0.033,24.407,0.058,22.739,0.021,21.935,0.015,21.467,0.014,20.277,0.011,0.524,0.51,0.54,mag25lim,150.4326234,2.033145984,0.5533133000000001,3.0,publicSpecZ,0,23,18.0,33.0,18.0
150.43268,1.780575,24.306,0.048,23.706,0.041,23.391,0.03,23.854,0.041,23.059,0.026,22.149,0.016,21.764,0.016,20.599,0.014,0.8,0.73,0.81,mag25lim,150.4327115,1.7805622490000002,0.7838,23.0,publicSpecZ,0,17,14.0,26.0,14.0
150.43274,2.054196,23.407,0.03,22.47300000000001,0.022,21.612,0.012,22.422,0.018000000000000002,21.18,0.01,20.787,0.01,20.365,0.01,19.521,0.01,0.316,0.31,0.33,mag25lim,150.43276550000004,2.054178815,0.32654540000000004,4.0,publicSpecZ,0,13,13.0,32.0,13.0
150.43294,2.024897,24.9096,0.0652,24.5739,0.0618,24.1771,0.045,24.6198,0.0589,24.0052,0.0408,23.2181,0.0285,22.7488,0.033,22.1439,0.5234,0.92,0.82,1.0,Cosmos2006,150.4329591,2.024869806,0.9099531,2.0,publicSpecZ,0,9,13.0,25.0,13.0
150.43299,2.711595,24.397,0.053,23.912,0.044,23.651,0.035,24.125,0.049,23.435,0.03,22.724,0.022,22.151,0.021,20.808000000000003,0.018000000000000002,1.007,0.99,1.02,mag25lim,150.4329946,2.711574008,1.0648519,3.0,publicSpecZ,0,15,17.0,26.0,16.0
150.43301,2.019484,24.732,0.059,24.33,0.057,24.178,0.047,24.613000000000003,0.061,23.964,0.045,23.316,0.031,23.196,0.05,22.592,0.086,0.664,0.65,0.71,mag25lim,150.43302880000005,2.019445706,0.68054676,3.0,publicSpecZ,0,21,18.0,30.0,18.0
150.43336000000005,2.543545,22.304,0.018000000000000002,21.632,0.015,20.873,0.01,21.643,0.013,20.501,0.01,20.073,0.01,19.706,0.01,18.942,0.01,0.376,0.37,0.39,mag25lim,150.4333631,2.543576034,0.3726101,4.0,publicSpecZ,0,38,50.0,124.0,50.0
150.43344,1.666027,26.0013,0.1941,25.79,0.1238,25.6396,0.1129,26.0102,0.1593,25.4617,0.0954,24.9479,0.0855,24.9454,0.1824,22.2708,0.4921,1.66,1.56,1.99,Cosmos2006,150.433448,1.666059,1.62,9.0,DEIMOS,0,11,14.0,36.0,14.0
150.43345,2.062691,21.927,0.015,20.727,0.01,19.747,0.01,20.557,0.01,19.466,0.01,19.137,0.01,18.657,0.01,17.849,0.01,0.17600000000000002,0.17,0.19,mag25lim,150.43347480000003,2.062681318,0.17517512,4.0,publicSpecZ,0,14,14.0,32.0,14.0
150.43351,2.8015790000000003,24.923,0.079,24.091,0.049,23.314,0.029,23.988000000000003,0.042,22.665,0.021,21.785,0.013,21.298,0.012,20.001,0.01,0.603,0.59,0.62,mag25lim,150.43353069999995,2.801554399,0.60215706,4.0,publicSpecZ,0,15,21.0,25.0,21.0
150.43352,2.006094,24.051,0.041,23.501,0.036000000000000004,22.939,0.024,23.619,0.034,22.548,0.02,22.211,0.017,21.85,0.018000000000000002,21.092,0.02,0.491,0.47,0.51,mag25lim,150.4335235,2.006073593,0.44841385,4.0,publicSpecZ,0,23,29.0,49.0,29.0
150.43388000000004,2.765397,26.12,0.185,25.511,0.106,24.711,0.065,25.343000000000004,0.097,24.127,0.043,22.92,0.024,21.932,0.018000000000000002,19.534,0.01,1.019,1.01,1.03,mag25lim,150.433884,2.765394,1.019,4.0,DEIMOS,0,41,38.0,25.0,38.0
150.43395,2.082885,24.298,0.047,23.99,0.046,23.701,0.035,24.161,0.045,23.484,0.031,22.559,0.02,21.991,0.019,20.799,0.016,0.888,0.88,0.9,mag25lim,150.4339732,2.082862957,0.8796438,3.0,publicSpecZ,0,21,15.0,34.0,15.0
150.43437,2.343452,24.593000000000004,0.055,24.24,0.053,24.201,0.047,24.441,0.054000000000000006,24.163,0.045,23.566,0.036000000000000004,23.13300000000001,0.042,22.975,0.119,0.94,0.93,0.95,mag25lim,150.4343906,2.343427783,0.9446,4.0,publicSpecZ,0,17,12.0,20.0,12.0
150.43438999999995,1.915798,23.4578,0.0301,23.0407,0.0279,23.0862,0.0249,23.254,0.0278,23.1295,0.0252,23.01,0.0251,22.7525,0.0304,23.0905,1.1448,1.81,1.66,2.05,Cosmos2006,150.43438730000003,1.915818163,1.6483,4.0,publicSpecZ,0,14,16.0,26.0,16.0
150.43452,1.976888,23.023000000000003,0.025,22.497,0.022,22.075,0.015,22.613000000000003,0.02,21.676,0.013,21.299,0.011,21.029,0.011,20.216,0.01,0.5479999999999999,0.54,0.56,mag25lim,150.43454269999995,1.976862026,0.4969368,3.0,publicSpecZ,0,42,42.0,66.0,42.0
150.43485,2.612705,23.673,0.035,23.286,0.033,23.07800000000001,0.026,23.475,0.032,22.724,0.021,22.315,0.018000000000000002,22.165,0.021,21.603,0.034,0.5579999999999999,0.55,0.57,mag25lim,150.4348547,2.612668197,0.560707,4.0,publicSpecZ,0,34,26.0,64.0,26.0
